ID,podName,epNum,date,duration
Krystal-Kyle-&-Friends_33,Krystal-Kyle-&-Friends,33,2018-08-15,?
Krystal-Kyle-&-Friends_32,Krystal-Kyle-&-Friends,32,2018-08-08,?
Krystal-Kyle-&-Friends_31,Krystal-Kyle-&-Friends,31,2018-08-01,?
Krystal-Kyle-&-Friends_30,Krystal-Kyle-&-Friends,30,2018-07-25,?
Krystal-Kyle-&-Friends_29,Krystal-Kyle-&-Friends,29,2018-07-18,?
Krystal-Kyle-&-Friends_28,Krystal-Kyle-&-Friends,28,2018-07-11,?
Krystal-Kyle-&-Friends_27,Krystal-Kyle-&-Friends,27,2018-07-04,?
Krystal-Kyle-&-Friends_26,Krystal-Kyle-&-Friends,26,2018-06-27,?
Krystal-Kyle-&-Friends_25,Krystal-Kyle-&-Friends,25,2018-06-20,?
Krystal-Kyle-&-Friends_24,Krystal-Kyle-&-Friends,24,2018-06-13,?
Krystal-Kyle-&-Friends_23,Krystal-Kyle-&-Friends,23,2018-06-06,?
Krystal-Kyle-&-Friends_22,Krystal-Kyle-&-Friends,22,2018-05-30,?
Krystal-Kyle-&-Friends_21,Krystal-Kyle-&-Friends,21,2018-05-23,?
Krystal-Kyle-&-Friends_20,Krystal-Kyle-&-Friends,20,2018-05-16,?
Krystal-Kyle-&-Friends_19,Krystal-Kyle-&-Friends,19,2018-05-09,?
Krystal-Kyle-&-Friends_18,Krystal-Kyle-&-Friends,18,2018-05-02,?
Krystal-Kyle-&-Friends_17,Krystal-Kyle-&-Friends,17,2018-04-25,?
Krystal-Kyle-&-Friends_16,Krystal-Kyle-&-Friends,16,2018-04-18,?
Krystal-Kyle-&-Friends_15,Krystal-Kyle-&-Friends,15,2018-04-11,?
Krystal-Kyle-&-Friends_14,Krystal-Kyle-&-Friends,14,2018-04-04,?
Krystal-Kyle-&-Friends_13,Krystal-Kyle-&-Friends,13,2018-03-28,?
Krystal-Kyle-&-Friends_12,Krystal-Kyle-&-Friends,12,2018-03-21,?
Krystal-Kyle-&-Friends_11,Krystal-Kyle-&-Friends,11,2018-03-14,?
Krystal-Kyle-&-Friends_10,Krystal-Kyle-&-Friends,10,2018-03-07,?
Krystal-Kyle-&-Friends_9,Krystal-Kyle-&-Friends,9,2018-02-28,?
Krystal-Kyle-&-Friends_8,Krystal-Kyle-&-Friends,8,2018-02-21,?
Krystal-Kyle-&-Friends_7,Krystal-Kyle-&-Friends,7,2018-02-14,?
Krystal-Kyle-&-Friends_6,Krystal-Kyle-&-Friends,6,2018-02-07,?
Krystal-Kyle-&-Friends_5,Krystal-Kyle-&-Friends,5,2018-01-31,?
Krystal-Kyle-&-Friends_4,Krystal-Kyle-&-Friends,4,2018-01-24,?
Krystal-Kyle-&-Friends_3,Krystal-Kyle-&-Friends,3,2018-01-17,?
Krystal-Kyle-&-Friends_2,Krystal-Kyle-&-Friends,2,2018-01-10,?
Krystal-Kyle-&-Friends_1,Krystal-Kyle-&-Friends,1,2017-12-12,?
